Price per cubic foot (LKR),Size (cu.ft),Wood Species,Wood Grade,Location,Building Type
500,20.49,lunumidella,A,Semi,Roofing Components
1234,23.13,kempas,B,Semi,Door/window
716,2.3,kempas,C,Semi,Roofing Components
655,28.05,microo,C,Indoor,Door/window
1651,11.2,kempas,C,Semi,Structural Framing
3000,13.05,thulan,A,Indoor,Structural Framing
511,21.62,jak,C,Semi,Door/window
625,17.23,jak,C,Semi,Structural Framing
160,9.6,mango,B,Indoor,Door/window
335,13.74,burutha,C,Semi,Structural Framing
383,8.63,ginisapu,B,Indoor,Roofing Components
574,10.47,jak,C,Semi,Door/window
600,9.39,pinewood,A,Indoor,Roofing Components
515,4.87,jak,C,Semi,Door/window
172,4.71,ginisapu,C,Indoor,Door/window
2000,18.07,kubuk,A,Outdoor,Structural Framing
454,25.86,pinewood,B,Indoor,Roofing Components
2464,22.42,kempas,B,Semi,Structural Framing
112,18.88,mango,C,Indoor,Door/window
284,21.56,burutha,C,Semi,Door/window
300,23.79,burutha,C,Semi,Door/window
750,3.5,mahoganii,A,Semi,Door/window
450,3.25,ginisapu,A,Indoor,Roofing Components
450,11.46,pinewood,B,Indoor,Roofing Components
600,26.78,pinewood,A,Indoor,Roofing Components
2800,2.8,kempas,A,Semi,Structural Framing
2000,6.4,microo,A,Indoor,Structural Framing
1007,15.66,kempas,B,Semi,Roofing Components
1963,5.78,thulan,C,Indoor,Structural Framing
938,23.2,teak,B,Semi,Structural Framing
500,22.96,lunumidella,A,Indoor,Roofing Components
812,26.99,jak,B,Semi,Structural Framing
2800,9.59,kempas,A,Semi,Structural Framing
396,14.06,lunumidella,B,Indoor,Roofing Components
2466,1.46,kempas,B,Semi,Structural Framing
386,1.18,lunumidella,B,Semi,Roofing Components
557,12.93,microo,C,Indoor,Door/window
798,16.53,kempas,C,Semi,Roofing Components
972,26.49,thulan,C,Indoor,Door/window
988,16.45,teak,B,Semi,Structural Framing
985,18.64,teak,B,Semi,Door/window
1200,26.73,kempas,A,Semi,Roofing Components
174,26.29,mango,B,Indoor,Door/window
3000,11.19,thulan,A,Indoor,Structural Framing
277,29.63,lunumidella,C,Outdoor,Roofing Components
1500,29.36,thulan,A,Indoor,Door/window
483,6.84,jak,C,Semi,Door/window
452,25.12,pinewood,B,Indoor,Roofing Components
298,12.82,lunumidella,C,Indoor,Roofing Components
2000,19.95,kubuk,A,Outdoor,Structural Framing
1200,17.26,kempas,A,Semi,Roofing Components
536,11.85,burutha,B,Semi,Structural Framing
1076,27.43,teak,B,Semi,Structural Framing
316,4.75,burutha,C,Semi,Door/window
450,18.96,ginisapu,A,Indoor,Roofing Components
878,13.59,thulan,C,Indoor,Door/window
1311,2.27,thulan,B,Indoor,Door/window
533,8.38,jak,C,Semi,Door/window
500,27.55,burutha,A,Semi,Door/window
600,2.3,burutha,A,Semi,Structural Framing
1200,20.95,teak,A,Semi,Structural Framing
450,25.7,ginisapu,A,Indoor,Roofing Components
917,10.16,kempas,B,Semi,Roofing Components
500,11.63,lunumidella,A,Outdoor,Roofing Components
267,9.41,ginisapu,C,Indoor,Roofing Components
278,16.97,lunumidella,C,Outdoor,Roofing Components
600,19.64,burutha,A,Semi,Structural Framing
411,10.29,lunumidella,B,Semi,Roofing Components
380,26.12,ginisapu,B,Indoor,Roofing Components
386,26.19,lunumidella,B,Outdoor,Roofing Components
2000,26.5,microo,A,Indoor,Structural Framing
600,4.25,pinewood,A,Indoor,Roofing Components
501,20.59,burutha,B,Semi,Structural Framing
473,8.49,jak,C,Semi,Door/window
2000,5.36,kubuk,A,Outdoor,Structural Framing
2000,29.12,kubuk,A,Outdoor,Structural Framing
519,17.23,pinewood,B,Indoor,Roofing Components
2000,14.52,microo,A,Indoor,Structural Framing
250,24.93,ginisapu,A,Indoor,Door/window
797,1.06,microo,B,Indoor,Door/window
723,6.79,mahoganii,C,Semi,Structural Framing
2000,27.34,kubuk,A,Outdoor,Structural Framing
197,9.6,ginisapu,B,Indoor,Door/window
370,2.34,pinewood,C,Indoor,Roofing Components
850,10.07,jak,A,Semi,Door/window
2575,2.13,thulan,B,Indoor,Structural Framing
1000,8.05,microo,A,Indoor,Door/window
413,10.33,lunumidella,B,Semi,Roofing Components
542,9.16,jak,C,Semi,Door/window
2000,12.27,kubuk,A,Outdoor,Structural Framing
507,18.78,pinewood,B,Indoor,Roofing Components
1049,11.77,kempas,C,Semi,Door/window
1200,6.17,kempas,A,Semi,Roofing Components
167,22.65,ginisapu,C,Indoor,Door/window
1050,12.57,mahoganii,A,Semi,Structural Framing
2483,3.72,kempas,B,Semi,Structural Framing
1200,7.17,kempas,A,Semi,Roofing Components
752,18.11,kempas,C,Semi,Roofing Components
1032,9.5,teak,B,Semi,Door/window
1200,4.66,kempas,A,Semi,Roofing Components
1265,15.31,thulan,B,Indoor,Door/window
250,5.98,ginisapu,A,Indoor,Door/window
1233,16.62,microo,C,Indoor,Structural Framing
1500,6.79,kempas,A,Semi,Door/window
967,15.8,kempas,B,Semi,Roofing Components
400,26.3,mango,A,Indoor,Structural Framing
500,1.39,lunumidella,A,Indoor,Roofing Components
706,7.94,mahoganii,C,Semi,Structural Framing
278,14.07,mango,C,Indoor,Structural Framing
500,11.33,lunumidella,A,Semi,Roofing Components
795,6.31,jak,B,Semi,Structural Framing
775,3.48,teak,C,Semi,Door/window
148,27.69,ginisapu,C,Indoor,Door/window
2000,11.81,microo,A,Indoor,Structural Framing
1000,1.79,jak,A,Semi,Structural Framing
1890,14.9,kempas,C,Semi,Structural Framing
1263,9.41,kempas,B,Semi,Door/window
731,13.33,mahoganii,C,Semi,Structural Framing
1200,21.23,kempas,A,Semi,Roofing Components
535,29.38,jak,C,Semi,Door/window
2000,29.04,microo,A,Indoor,Structural Framing
1000,16.48,microo,A,Indoor,Door/window
341,4.7,pinewood,C,Indoor,Roofing Components
417,21.08,lunumidella,B,Outdoor,Roofing Components
119,2.36,mango,C,Indoor,Door/window
2409,20.49,thulan,B,Indoor,Structural Framing
3000,14.68,thulan,A,Indoor,Structural Framing
701,12.58,teak,C,Semi,Structural Framing
601,1.84,mahoganii,B,Semi,Door/window
344,26.63,pinewood,C,Indoor,Roofing Components
610,12.54,mahoganii,C,Semi,Structural Framing
1000,25.44,jak,A,Semi,Structural Framing
2522,9.79,thulan,B,Indoor,Structural Framing
200,5.3,mango,A,Indoor,Door/window
740,9.23,teak,C,Semi,Door/window
441,12.86,burutha,B,Semi,Door/window
550,11.97,jak,C,Semi,Door/window
1000,5.77,jak,A,Semi,Structural Framing
966,12.6,thulan,C,Indoor,Door/window
341,28.46,lunumidella,C,Outdoor,Roofing Components
3000,11.22,thulan,A,Indoor,Structural Framing
344,23.71,ginisapu,B,Indoor,Roofing Components
450,25.78,ginisapu,A,Indoor,Roofing Components
200,5.97,mango,A,Indoor,Door/window
699,19.87,teak,C,Semi,Door/window
171,3.82,mango,B,Indoor,Door/window
1200,11.26,teak,A,Semi,Door/window
471,10.4,pinewood,B,Indoor,Roofing Components
1291,7.9,microo,C,Indoor,Structural Framing
345,10.44,lunumidella,C,Outdoor,Roofing Components
511,4.89,jak,C,Semi,Door/window
902,10.52,kempas,C,Semi,Door/window
837,15.21,microo,B,Indoor,Door/window
600,17.84,burutha,A,Semi,Structural Framing
1193,22.76,thulan,B,Indoor,Door/window
344,13.37,pinewood,C,Indoor,Roofing Components
593,1.15,jak,C,Semi,Structural Framing
1000,29.01,kempas,B,Semi,Roofing Components
434,20.59,lunumidella,B,Semi,Roofing Components
342,26.64,ginisapu,B,Indoor,Roofing Components
508,22.11,mahoganii,C,Semi,Door/window
486,7.32,jak,C,Semi,Door/window
576,7.36,microo,C,Indoor,Door/window
222,21.05,ginisapu,B,Indoor,Door/window
500,12.53,lunumidella,A,Semi,Roofing Components
1200,22.69,kempas,A,Semi,Roofing Components
405,2.98,lunumidella,B,Indoor,Roofing Components
2800,5.82,kempas,A,Semi,Structural Framing
338,1.37,lunumidella,C,Semi,Roofing Components
416,2.62,lunumidella,B,Outdoor,Roofing Components
347,12.73,pinewood,C,Indoor,Roofing Components
600,13.27,burutha,A,Semi,Structural Framing
584,23.63,mahoganii,B,Semi,Door/window
247,28.16,mango,C,Indoor,Structural Framing
455,9.19,pinewood,B,Indoor,Roofing Components
290,25.11,lunumidella,C,Outdoor,Roofing Components
2000,19.83,microo,A,Indoor,Structural Framing
1500,16.51,kempas,A,Semi,Door/window
296,8.44,ginisapu,C,Indoor,Roofing Components
2000,23.07,kubuk,A,Outdoor,Structural Framing
577,7.92,mahoganii,B,Semi,Door/window
1115,18.24,kubuk,C,Outdoor,Structural Framing
1079,20.12,kempas,B,Semi,Roofing Components
896,13.39,thulan,C,Indoor,Door/window
1200,1.74,teak,A,Semi,Structural Framing
488,25.54,mahoganii,C,Semi,Door/window
1061,27.86,kempas,B,Semi,Roofing Components
1723,27.21,microo,B,Indoor,Structural Framing
1500,10.62,kempas,A,Semi,Door/window
584,20.35,mahoganii,C,Semi,Structural Framing
489,11.42,pinewood,B,Indoor,Roofing Components
200,18.36,mango,A,Indoor,Door/window
525,11.73,pinewood,B,Indoor,Roofing Components
392,13.3,burutha,C,Semi,Structural Framing
600,8.64,pinewood,A,Indoor,Roofing Components
879,3.0,mahoganii,B,Semi,Structural Framing
836,14.48,kempas,C,Semi,Roofing Components
450,17.79,ginisapu,A,Indoor,Roofing Components
302,24.72,ginisapu,C,Indoor,Roofing Components
320,3.17,lunumidella,C,Indoor,Roofing Components
685,11.05,kempas,C,Semi,Roofing Components
330,11.88,lunumidella,C,Indoor,Roofing Components
343,10.89,lunumidella,C,Indoor,Roofing Components
1200,20.88,kempas,A,Semi,Roofing Components
1741,7.52,kubuk,B,Outdoor,Structural Framing
687,14.92,kempas,C,Semi,Roofing Components
947,16.26,kempas,B,Semi,Roofing Components
1731,28.31,thulan,C,Indoor,Structural Framing
1500,12.01,thulan,A,Indoor,Door/window
792,15.02,mahoganii,B,Semi,Structural Framing
450,27.11,ginisapu,A,Indoor,Roofing Components
2032,1.56,thulan,C,Indoor,Structural Framing
1029,18.93,kempas,B,Semi,Roofing Components
1200,5.15,kempas,A,Semi,Roofing Components
118,18.85,mango,C,Indoor,Door/window
1200,23.09,kempas,A,Semi,Roofing Components
450,12.3,ginisapu,A,Indoor,Roofing Components
450,22.5,ginisapu,A,Indoor,Roofing Components
1726,19.02,thulan,C,Indoor,Structural Framing
707,26.88,kempas,C,Semi,Roofing Components
385,27.82,lunumidella,B,Outdoor,Roofing Components
250,19.37,ginisapu,A,Indoor,Door/window
1179,10.47,kempas,B,Semi,Door/window
654,7.14,jak,B,Semi,Door/window
880,12.14,jak,B,Semi,Structural Framing
395,6.67,ginisapu,B,Indoor,Roofing Components
1180,2.04,kubuk,C,Outdoor,Structural Framing
3000,20.51,thulan,A,Indoor,Structural Framing
600,5.71,pinewood,A,Indoor,Roofing Components
284,1.58,ginisapu,C,Indoor,Roofing Components
930,26.41,kempas,B,Semi,Roofing Components
671,4.58,kempas,C,Semi,Roofing Components
935,13.35,kempas,B,Semi,Roofing Components
2359,16.94,thulan,B,Indoor,Structural Framing
256,9.26,ginisapu,C,Indoor,Roofing Components
750,3.49,mahoganii,A,Semi,Door/window
200,17.62,mango,A,Indoor,Door/window
400,17.02,mango,A,Indoor,Structural Framing
903,9.46,kempas,B,Semi,Roofing Components
1000,22.6,microo,A,Indoor,Door/window
162,4.86,mango,B,Indoor,Door/window
850,6.79,jak,A,Semi,Door/window
1181,8.08,kempas,B,Semi,Door/window
726,7.3,kempas,C,Semi,Roofing Components
357,17.23,pinewood,C,Indoor,Roofing Components
3000,29.88,thulan,A,Indoor,Structural Framing
381,10.83,ginisapu,B,Indoor,Roofing Components
492,4.82,pinewood,B,Indoor,Roofing Components
443,6.41,lunumidella,B,Indoor,Roofing Components
450,25.95,ginisapu,A,Indoor,Roofing Components
519,8.94,burutha,B,Semi,Structural Framing
850,3.29,jak,A,Semi,Door/window
832,3.91,teak,C,Semi,Door/window
1227,26.65,microo,C,Indoor,Structural Framing
3000,12.14,thulan,A,Indoor,Structural Framing
500,2.87,lunumidella,A,Indoor,Roofing Components
450,25.02,ginisapu,A,Indoor,Roofing Components
161,15.49,ginisapu,C,Indoor,Door/window
1582,14.25,kempas,C,Semi,Structural Framing
412,5.16,pinewood,C,Indoor,Roofing Components
500,29.32,lunumidella,A,Semi,Roofing Components
1200,2.6,kempas,A,Semi,Roofing Components
536,25.92,pinewood,B,Indoor,Roofing Components
723,23.87,jak,B,Semi,Door/window
500,6.71,lunumidella,A,Semi,Roofing Components
1532,1.75,microo,B,Indoor,Structural Framing
1200,4.35,kempas,A,Semi,Roofing Components
1000,7.16,jak,A,Semi,Structural Framing
223,28.3,ginisapu,B,Indoor,Door/window
333,14.3,burutha,C,Semi,Structural Framing
306,28.79,burutha,C,Semi,Door/window
421,11.62,burutha,B,Semi,Door/window
515,9.44,pinewood,B,Indoor,Roofing Components
450,23.82,ginisapu,A,Indoor,Roofing Components
2222,6.86,kempas,B,Semi,Structural Framing
594,10.93,jak,C,Semi,Door/window
963,26.82,teak,B,Semi,Structural Framing
1200,7.59,kempas,A,Semi,Roofing Components
868,6.5,microo,B,Indoor,Door/window
147,12.73,ginisapu,C,Indoor,Door/window
337,23.81,mango,B,Indoor,Structural Framing
328,21.87,burutha,C,Semi,Door/window
330,19.77,burutha,C,Semi,Door/window
1281,9.06,thulan,B,Indoor,Door/window
412,1.38,burutha,B,Semi,Door/window
438,6.96,burutha,B,Semi,Door/window
500,29.83,lunumidella,A,Indoor,Roofing Components
1341,7.09,kubuk,C,Outdoor,Structural Framing
151,23.74,ginisapu,C,Indoor,Door/window
1500,4.48,thulan,A,Indoor,Door/window
466,3.33,pinewood,B,Indoor,Roofing Components
278,15.04,lunumidella,C,Outdoor,Roofing Components
524,19.26,pinewood,B,Indoor,Roofing Components
600,20.85,pinewood,A,Indoor,Roofing Components
122,2.52,mango,C,Indoor,Door/window
934,20.48,thulan,C,Indoor,Door/window
173,8.47,ginisapu,C,Indoor,Door/window
400,27.58,mango,A,Indoor,Structural Framing
450,26.26,ginisapu,A,Indoor,Roofing Components
1536,28.59,kubuk,B,Outdoor,Structural Framing
250,19.81,ginisapu,A,Indoor,Door/window
529,1.66,pinewood,B,Indoor,Roofing Components
500,22.36,burutha,A,Semi,Door/window
168,12.98,ginisapu,C,Indoor,Door/window
693,21.56,kempas,C,Semi,Roofing Components
752,28.26,teak,C,Semi,Structural Framing
2000,28.62,kubuk,A,Outdoor,Structural Framing
1391,28.05,microo,C,Indoor,Structural Framing
527,3.79,jak,C,Semi,Door/window
1181,13.95,microo,C,Indoor,Structural Framing
2000,9.44,microo,A,Indoor,Structural Framing
250,26.36,ginisapu,A,Indoor,Door/window
2000,29.48,microo,A,Indoor,Structural Framing
1720,2.88,kubuk,B,Outdoor,Structural Framing
889,13.58,thulan,C,Indoor,Door/window
450,18.96,ginisapu,A,Indoor,Roofing Components
418,16.55,lunumidella,B,Semi,Roofing Components
400,8.9,mango,A,Indoor,Structural Framing
256,9.51,ginisapu,C,Indoor,Roofing Components
2000,23.77,kubuk,A,Outdoor,Structural Framing
1050,24.06,mahoganii,A,Semi,Structural Framing
2653,11.87,thulan,B,Indoor,Structural Framing
1682,4.7,microo,B,Indoor,Structural Framing
1200,25.81,kempas,A,Semi,Roofing Components
354,29.33,ginisapu,B,Indoor,Roofing Components
532,14.2,burutha,B,Semi,Structural Framing
1260,1.73,kubuk,C,Outdoor,Structural Framing
1200,28.64,kempas,A,Semi,Roofing Components
1259,19.54,kempas,B,Semi,Door/window
280,21.36,ginisapu,C,Indoor,Roofing Components
396,25.83,burutha,B,Semi,Door/window
668,26.59,microo,C,Indoor,Door/window
1500,2.7,thulan,A,Indoor,Door/window
800,19.44,kempas,C,Semi,Roofing Components
645,29.96,mahoganii,C,Semi,Structural Framing
1215,26.92,thulan,B,Indoor,Door/window
3000,12.01,thulan,A,Indoor,Structural Framing
2000,8.24,microo,A,Indoor,Structural Framing
1500,22.48,thulan,A,Indoor,Door/window
826,10.56,jak,B,Semi,Structural Framing
170,17.27,ginisapu,C,Indoor,Door/window
756,3.34,jak,B,Semi,Structural Framing
1043,16.24,teak,B,Semi,Structural Framing
600,19.65,pinewood,A,Indoor,Roofing Components
2305,5.52,kempas,B,Semi,Structural Framing
407,7.35,lunumidella,B,Indoor,Roofing Components
2000,17.56,microo,A,Indoor,Structural Framing
2000,25.87,microo,A,Indoor,Structural Framing
396,15.04,pinewood,C,Indoor,Roofing Components
600,22.02,pinewood,A,Indoor,Roofing Components
958,13.06,kempas,C,Semi,Door/window
750,15.98,mahoganii,A,Semi,Door/window
355,7.85,burutha,C,Semi,Structural Framing
1379,29.64,microo,C,Indoor,Structural Framing
927,8.83,thulan,C,Indoor,Door/window
1500,21.34,thulan,A,Indoor,Door/window
3000,9.56,thulan,A,Indoor,Structural Framing
1137,13.69,thulan,B,Indoor,Door/window
750,11.58,mahoganii,A,Semi,Door/window
1352,24.23,microo,C,Indoor,Structural Framing
347,5.24,burutha,C,Semi,Structural Framing
500,11.48,pinewood,B,Indoor,Roofing Components
522,12.17,pinewood,B,Indoor,Roofing Components
500,11.83,lunumidella,A,Semi,Roofing Components
250,2.37,ginisapu,A,Indoor,Door/window
809,14.43,mahoganii,B,Semi,Structural Framing
856,23.93,microo,B,Indoor,Door/window
1076,5.63,teak,B,Semi,Door/window
1367,15.81,kubuk,C,Outdoor,Structural Framing
970,14.1,teak,B,Semi,Door/window
400,18.76,mango,A,Indoor,Structural Framing
600,25.39,pinewood,A,Indoor,Roofing Components
1204,8.25,kempas,B,Semi,Door/window
363,9.07,pinewood,C,Indoor,Roofing Components
2000,26.53,microo,A,Indoor,Structural Framing
1069,7.42,kempas,B,Semi,Roofing Components
450,19.1,ginisapu,A,Indoor,Roofing Components
200,17.39,ginisapu,B,Indoor,Door/window
1290,8.67,kubuk,C,Outdoor,Structural Framing
400,26.48,mango,A,Indoor,Structural Framing
500,12.18,lunumidella,A,Indoor,Roofing Components
512,6.14,pinewood,B,Indoor,Roofing Components
215,12.7,ginisapu,B,Indoor,Door/window
600,26.52,pinewood,A,Indoor,Roofing Components
1120,2.93,microo,C,Indoor,Structural Framing
997,27.13,teak,B,Semi,Door/window
411,8.43,lunumidella,B,Semi,Roofing Components
850,5.39,jak,A,Semi,Door/window
1200,28.72,kempas,A,Semi,Roofing Components
1038,20.03,kempas,B,Semi,Roofing Components
836,25.71,microo,B,Indoor,Door/window
600,12.31,pinewood,A,Indoor,Roofing Components
159,14.99,mango,B,Indoor,Door/window
371,3.51,ginisapu,B,Indoor,Roofing Components
637,22.26,microo,C,Indoor,Door/window
1200,1.91,teak,A,Semi,Door/window
450,9.7,ginisapu,A,Indoor,Roofing Components
2435,2.52,kempas,B,Semi,Structural Framing
871,13.25,thulan,C,Indoor,Door/window
1157,6.75,kubuk,C,Outdoor,Structural Framing
664,25.38,kempas,C,Semi,Roofing Components
2800,17.01,kempas,A,Semi,Structural Framing
383,20.79,ginisapu,B,Indoor,Roofing Components
450,21.15,ginisapu,A,Indoor,Roofing Components
2000,4.03,kubuk,A,Outdoor,Structural Framing
227,6.64,mango,C,Indoor,Structural Framing
1018,11.28,teak,B,Semi,Structural Framing
403,19.48,burutha,B,Semi,Door/window
605,28.41,jak,C,Semi,Structural Framing
1000,11.82,jak,A,Semi,Structural Framing
1766,24.25,thulan,C,Indoor,Structural Framing
164,5.22,mango,B,Indoor,Door/window
1953,10.86,kempas,C,Semi,Structural Framing
1199,2.08,microo,C,Indoor,Structural Framing
861,27.91,mahoganii,B,Semi,Structural Framing
378,29.02,ginisapu,B,Indoor,Roofing Components
750,11.14,jak,B,Semi,Door/window
440,14.46,lunumidella,B,Indoor,Roofing Components
882,18.21,kempas,C,Semi,Door/window
500,26.18,burutha,A,Semi,Door/window
1048,12.37,kempas,C,Semi,Door/window
1200,9.42,kempas,A,Semi,Roofing Components
972,16.16,kempas,C,Semi,Door/window
1000,24.4,jak,A,Semi,Structural Framing
1200,20.61,teak,A,Semi,Structural Framing
600,29.36,pinewood,A,Indoor,Roofing Components
486,29.11,jak,C,Semi,Door/window
850,1.24,jak,A,Semi,Door/window
300,22.48,lunumidella,C,Semi,Roofing Components
819,25.88,kempas,C,Semi,Roofing Components
850,17.08,jak,A,Semi,Door/window
287,2.28,ginisapu,C,Indoor,Roofing Components
1000,11.36,jak,A,Semi,Structural Framing
600,2.48,pinewood,A,Indoor,Roofing Components
875,17.73,jak,B,Semi,Structural Framing
1500,21.38,thulan,A,Indoor,Door/window
500,14.56,lunumidella,A,Semi,Roofing Components
1295,22.21,thulan,B,Indoor,Door/window
1635,25.71,microo,B,Indoor,Structural Framing
500,4.06,lunumidella,A,Indoor,Roofing Components
606,21.23,microo,C,Indoor,Door/window
224,16.69,ginisapu,B,Indoor,Door/window
368,23.66,pinewood,C,Indoor,Roofing Components
1200,11.04,kempas,A,Semi,Roofing Components
333,14.43,burutha,C,Semi,Door/window
1200,28.46,teak,A,Semi,Door/window
351,18.17,pinewood,C,Indoor,Roofing Components
951,17.4,teak,B,Semi,Door/window
1628,23.61,kubuk,B,Outdoor,Structural Framing
2000,25.01,kubuk,A,Outdoor,Structural Framing
680,15.25,microo,C,Indoor,Door/window
1052,21.3,teak,B,Semi,Structural Framing
388,13.97,ginisapu,B,Indoor,Roofing Components
906,21.61,mahoganii,B,Semi,Structural Framing
359,19.93,mango,B,Indoor,Structural Framing
1200,20.64,teak,A,Semi,Door/window
406,15.33,burutha,C,Semi,Structural Framing
450,12.56,ginisapu,A,Indoor,Roofing Components
588,25.71,jak,C,Semi,Structural Framing
3000,22.65,thulan,A,Indoor,Structural Framing
359,7.7,ginisapu,B,Indoor,Roofing Components
356,7.57,mango,B,Indoor,Structural Framing
2000,8.22,kubuk,A,Outdoor,Structural Framing
1200,20.76,teak,A,Semi,Structural Framing
661,2.34,mahoganii,C,Semi,Structural Framing
854,17.9,jak,B,Semi,Structural Framing
850,10.27,jak,A,Semi,Door/window
188,4.8,ginisapu,B,Indoor,Door/window
1500,28.14,thulan,A,Indoor,Door/window
600,2.16,pinewood,A,Indoor,Roofing Components
651,2.86,jak,B,Semi,Door/window
272,18.07,ginisapu,C,Indoor,Roofing Components
450,19.88,ginisapu,A,Indoor,Roofing Components
