boq_text,machinery,vehicles,skilled,unskilled,labour_roles
"Item_165 Synthetic entry qty:476.882876 kg vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,24,8,Tiler_skilled;Driver_unskilled;Mason_skilled;Carpenter_skilled
Item_166 Synthetic entry qty:39.546849 bag vehicles:None labor:Skilled,,,18,34,Labourer_unskilled;Welder_skilled
Item_167 Synthetic entry qty:219.780777 units vehicles:Excavator labor:Skilled,Excavator,Excavator,14,7,Driver_unskilled;Tiler_skilled
Item_168 Synthetic entry qty:488.892311 kg vehicles:Trailer labor:Professional,Trailer,Trailer,9,33,Carpenter_skilled;Mason_skilled;Tiler_skilled;Welder_skilled
"Item_169 Synthetic entry qty:64.86055 bag vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,16,30,Driver_unskilled
"Item_170 Synthetic entry qty:318.080799 units vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,18,30,Welder_skilled
"Item_171 Synthetic entry qty:182.914808 units vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,25,48,Welder_skilled;ConcreteWorker_skilled
Item_172 Synthetic entry qty:254.347287 kg vehicles:Trailer labor:Professional,Trailer,Trailer,17,13,Carpenter_skilled;Welder_skilled;Painter_skilled;Labourer_unskilled
Item_173 Synthetic entry qty:132.783242 pieces vehicles:Crane labor:Skilled,Crane,Crane,14,46,Welder_skilled
"Item_174 Synthetic entry qty:207.067887 kg vehicles:None labor:Skilled,Professional",,,10,21,Labourer_unskilled;Mason_skilled
Item_175 Synthetic entry qty:338.999965 m3 vehicles:Crane labor:Unskilled,Crane,Crane,17,45,Tiler_skilled;ConcreteWorker_skilled;Mason_skilled
"Item_176 Synthetic entry qty:355.882361 units vehicles:None labor:Skilled,Professional",,,10,37,Painter_skilled;Tiler_skilled;Driver_unskilled
Item_177 Synthetic entry qty:397.147918 units vehicles:Trailer labor:Professional,Trailer,Trailer,21,26,ConcreteWorker_skilled
"Item_178 Synthetic entry qty:444.562232 bag vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,17,46,Mason_skilled;Carpenter_skilled;ConcreteWorker_skilled;Welder_skilled
"Item_179 Synthetic entry qty:489.886544 units vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,6,39,Driver_unskilled
Item_180 Synthetic entry qty:32.835035 units vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,26,34,Mason_skilled;ConcreteWorker_skilled;Welder_skilled;Carpenter_skilled
Item_181 Synthetic entry qty:69.315146 kg vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,21,46,ConcreteWorker_skilled;Painter_skilled;Mason_skilled
"Item_182 Synthetic entry qty:464.745473 bag vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,24,42,Carpenter_skilled
Item_183 Synthetic entry qty:393.558334 kg vehicles:Large Truck labor:Professional,Large Truck,Large Truck,23,43,Labourer_unskilled
"Item_184 Synthetic entry qty:119.30142 units vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,20,42,Mason_skilled;Labourer_unskilled
"Item_185 Synthetic entry qty:377.179022 m3 vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,15,8,Mason_skilled
Item_186 Synthetic entry qty:112.152774 kg vehicles:None labor:Skilled,,,24,12,Carpenter_skilled
Item_187 Synthetic entry qty:408.947687 pieces vehicles:Excavator labor:Unskilled,Excavator,Excavator,22,7,Carpenter_skilled;Painter_skilled;Labourer_unskilled;Tiler_skilled
"Item_188 Synthetic entry qty:206.430544 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,26,21,Driver_unskilled;Mason_skilled;Tiler_skilled
Item_189 Synthetic entry qty:110.418967 pieces vehicles:None labor:Skilled,,,27,16,Welder_skilled;Painter_skilled
"Item_190 Synthetic entry qty:169.606626 units vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,19,24,Mason_skilled
Item_191 Synthetic entry qty:321.872363 kg vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,28,45,Driver_unskilled;Welder_skilled;Mason_skilled
Item_192 Synthetic entry qty:405.228995 m3 vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,22,7,Tiler_skilled;Welder_skilled;ConcreteWorker_skilled
"Item_193 Synthetic entry qty:216.380063 units vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,29,13,Welder_skilled;Labourer_unskilled;Painter_skilled
Item_194 Synthetic entry qty:380.71539 units vehicles:None labor:Unskilled,,,14,11,Mason_skilled
"Item_195 Synthetic entry qty:469.614318 units vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,6,26,ConcreteWorker_skilled;Welder_skilled
"Item_196 Synthetic entry qty:474.225335 m3 vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,22,13,Painter_skilled;Tiler_skilled;Driver_unskilled
"Item_197 Synthetic entry qty:368.52629 units vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,11,24,Painter_skilled;Mason_skilled;Driver_unskilled;Welder_skilled
"Item_198 Synthetic entry qty:233.360416 m3 vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,22,18,ConcreteWorker_skilled;Welder_skilled;Painter_skilled;Carpenter_skilled
"Item_199 Synthetic entry qty:437.057577 bag vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,30,18,Driver_unskilled;Mason_skilled
"Item_0 Synthetic entry qty:47.983881 m3 vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,27,30,Carpenter_skilled;Painter_skilled;Tiler_skilled
Item_1 Synthetic entry qty:139.66225 pieces vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,13,37,Painter_skilled;ConcreteWorker_skilled;Welder_skilled
"Item_2 Synthetic entry qty:324.991198 bag vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,18,29,Tiler_skilled
"Item_3 Synthetic entry qty:163.061744 kg vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,29,26,Painter_skilled;Mason_skilled;Driver_unskilled;ConcreteWorker_skilled
Item_4 Synthetic entry qty:118.869438 units vehicles:None labor:Professional,,,8,26,Labourer_unskilled
"Item_5 Synthetic entry qty:380.964523 units vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,20,19,Carpenter_skilled
Item_6 Synthetic entry qty:424.686822 kg vehicles:Large Truck labor:Professional,Large Truck,Large Truck,10,37,Painter_skilled;Welder_skilled;Driver_unskilled;Labourer_unskilled
"Item_7 Synthetic entry qty:379.003555 m3 vehicles:None labor:Skilled,Semi-skilled",,,23,18,Tiler_skilled;Carpenter_skilled;Welder_skilled
"Item_8 Synthetic entry qty:348.353824 kg vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,16,12,Carpenter_skilled;Mason_skilled;Labourer_unskilled;ConcreteWorker_skilled
Item_9 Synthetic entry qty:424.352532 bag vehicles:Trailer labor:Skilled,Trailer,Trailer,16,5,Tiler_skilled;Painter_skilled;Labourer_unskilled
"Item_10 Synthetic entry qty:104.706715 pieces vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,17,36,ConcreteWorker_skilled;Welder_skilled;Painter_skilled
"Item_11 Synthetic entry qty:184.266843 bag vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,13,35,ConcreteWorker_skilled;Tiler_skilled
Item_12 Synthetic entry qty:242.614118 m3 vehicles:None labor:Professional,,,10,47,Driver_unskilled;ConcreteWorker_skilled
Item_13 Synthetic entry qty:171.097458 m3 vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,7,16,Painter_skilled;Carpenter_skilled
"Item_14 Synthetic entry qty:22.954912 m3 vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,16,41,Welder_skilled
"Item_15 Synthetic entry qty:91.78348 kg vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,23,38,Painter_skilled;Driver_unskilled;ConcreteWorker_skilled
"Item_16 Synthetic entry qty:29.79763 pieces vehicles:None labor:Skilled,Semi-skilled",,,11,17,Labourer_unskilled;Painter_skilled
"Item_17 Synthetic entry qty:79.132662 kg vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,25,22,Painter_skilled;Driver_unskilled;Welder_skilled
Item_18 Synthetic entry qty:385.052056 m3 vehicles:Crane labor:Professional,Crane,Crane,19,14,Labourer_unskilled;Mason_skilled;Driver_unskilled;ConcreteWorker_skilled
"Item_19 Synthetic entry qty:103.772533 units vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,19,38,Carpenter_skilled;Tiler_skilled
Item_20 Synthetic entry qty:79.559545 pieces vehicles:Crane labor:Skilled,Crane,Crane,12,12,Carpenter_skilled;Painter_skilled;Mason_skilled;Labourer_unskilled
"Item_21 Synthetic entry qty:345.623628 kg vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,13,16,Mason_skilled;Labourer_unskilled;ConcreteWorker_skilled;Welder_skilled
"Item_22 Synthetic entry qty:217.995865 units vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,15,26,Welder_skilled;Painter_skilled;Driver_unskilled
Item_23 Synthetic entry qty:324.550105 bag vehicles:Crane labor:Skilled,Crane,Crane,21,29,Carpenter_skilled;Labourer_unskilled;Welder_skilled
Item_24 Synthetic entry qty:16.766668 m3 vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,11,43,Driver_unskilled;Painter_skilled
"Item_25 Synthetic entry qty:476.353779 units vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,16,35,Tiler_skilled;Carpenter_skilled;Driver_unskilled;Painter_skilled
"Item_26 Synthetic entry qty:71.668485 bag vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,16,14,Painter_skilled;Mason_skilled;Driver_unskilled;Welder_skilled
Item_27 Synthetic entry qty:385.206156 pieces vehicles:None labor:Semi-skilled,,,5,22,Painter_skilled
"Item_28 Synthetic entry qty:247.718746 pieces vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,14,5,Welder_skilled;ConcreteWorker_skilled;Mason_skilled
"Item_29 Synthetic entry qty:383.225051 kg vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,4,19,ConcreteWorker_skilled;Carpenter_skilled;Painter_skilled;Labourer_unskilled
Item_30 Synthetic entry qty:208.457524 units vehicles:Crane labor:Unskilled,Crane,Crane,24,38,Mason_skilled;ConcreteWorker_skilled;Carpenter_skilled
"Item_31 Synthetic entry qty:180.673553 pieces vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,26,32,Mason_skilled
"Item_32 Synthetic entry qty:14.220568 units vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,18,14,Driver_unskilled;Carpenter_skilled;Welder_skilled
Item_33 Synthetic entry qty:463.417578 kg vehicles:None labor:Professional,,,14,38,Welder_skilled;Mason_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_34 Synthetic entry qty:324.846193 pieces vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,13,48,Driver_unskilled;Labourer_unskilled
"Item_35 Synthetic entry qty:335.376949 kg vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,8,11,Carpenter_skilled;Tiler_skilled;Painter_skilled
"Item_36 Synthetic entry qty:344.224364 bag vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,25,11,Mason_skilled;Labourer_unskilled;Welder_skilled
"Item_37 Synthetic entry qty:462.946066 units vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,6,40,Driver_unskilled;Welder_skilled;Carpenter_skilled
Item_38 Synthetic entry qty:397.481505 bag vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,14,10,Tiler_skilled;Mason_skilled
"Item_39 Synthetic entry qty:373.447037 m3 vehicles:None labor:Skilled,Professional",,,22,48,Mason_skilled
Item_40 Synthetic entry qty:133.067706 pieces vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,28,36,Painter_skilled;Driver_unskilled
"Item_41 Synthetic entry qty:472.796607 pieces vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,23,22,Painter_skilled;Welder_skilled
"Item_42 Synthetic entry qty:456.869652 units vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,19,46,Painter_skilled;ConcreteWorker_skilled;Driver_unskilled;Labourer_unskilled
Item_43 Synthetic entry qty:42.858214 units vehicles:Crane labor:Semi-skilled,Crane,Crane,19,26,Carpenter_skilled;Driver_unskilled;ConcreteWorker_skilled;Welder_skilled
"Item_44 Synthetic entry qty:35.840058 m3 vehicles:Crane labor:Skilled,Professional",Crane,Crane,12,5,Carpenter_skilled
"Item_45 Synthetic entry qty:211.000601 kg vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,11,8,Welder_skilled
"Item_46 Synthetic entry qty:441.063058 pieces vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,18,18,Welder_skilled;Mason_skilled
"Item_47 Synthetic entry qty:102.205155 m3 vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,16,44,Labourer_unskilled
"Item_48 Synthetic entry qty:434.149993 kg vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,18,14,Labourer_unskilled;Driver_unskilled;Tiler_skilled
"Item_49 Synthetic entry qty:126.267365 units vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,4,8,Welder_skilled
Item_50 Synthetic entry qty:146.979072 m3 vehicles:Trailer labor:Skilled,Trailer,Trailer,7,7,Driver_unskilled
Item_51 Synthetic entry qty:219.82737 units vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,17,31,Carpenter_skilled;Driver_unskilled;Mason_skilled
Item_52 Synthetic entry qty:149.63395 kg vehicles:Crane labor:Unskilled,Crane,Crane,23,12,Welder_skilled;Labourer_unskilled;Mason_skilled;ConcreteWorker_skilled
"Item_53 Synthetic entry qty:425.782412 m3 vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,12,12,Labourer_unskilled;Carpenter_skilled;ConcreteWorker_skilled;Painter_skilled
"Item_54 Synthetic entry qty:132.109782 pieces vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,21,30,Labourer_unskilled;ConcreteWorker_skilled;Tiler_skilled
Item_55 Synthetic entry qty:334.475952 kg vehicles:None labor:Semi-skilled,,,23,36,Carpenter_skilled;Painter_skilled;Driver_unskilled;ConcreteWorker_skilled
"Item_56 Synthetic entry qty:185.989732 bag vehicles:Loader,Mixer labor:Unskilled",Loader;Mixer,Loader;Mixer,17,14,ConcreteWorker_skilled;Driver_unskilled;Labourer_unskilled
"Item_57 Synthetic entry qty:386.50035 pieces vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,18,44,ConcreteWorker_skilled;Painter_skilled;Carpenter_skilled
"Item_58 Synthetic entry qty:128.52875 units vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,15,7,ConcreteWorker_skilled;Tiler_skilled;Carpenter_skilled
"Item_59 Synthetic entry qty:79.288895 units vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,26,46,Driver_unskilled;Mason_skilled
Item_60 Synthetic entry qty:323.261875 pieces vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,20,6,Carpenter_skilled;Painter_skilled;Welder_skilled;ConcreteWorker_skilled
Item_61 Synthetic entry qty:315.177113 units vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,18,48,Mason_skilled
"Item_62 Synthetic entry qty:391.485977 m3 vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,19,24,Labourer_unskilled;Welder_skilled;Carpenter_skilled;Mason_skilled
"Item_63 Synthetic entry qty:159.348752 units vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,15,24,Tiler_skilled
"Item_64 Synthetic entry qty:351.612805 bag vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,25,26,Mason_skilled
Item_65 Synthetic entry qty:401.509428 bag vehicles:Trailer labor:Skilled,Trailer,Trailer,4,15,Carpenter_skilled;ConcreteWorker_skilled;Tiler_skilled
"Item_66 Synthetic entry qty:18.312023 units vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,15,22,Labourer_unskilled;ConcreteWorker_skilled;Tiler_skilled;Carpenter_skilled
"Item_67 Synthetic entry qty:217.6075 bag vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,13,40,Painter_skilled;Tiler_skilled
"Item_68 Synthetic entry qty:438.379726 units vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,16,8,Labourer_unskilled;ConcreteWorker_skilled;Painter_skilled
"Item_69 Synthetic entry qty:424.852128 units vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,20,21,Painter_skilled;Driver_unskilled;Carpenter_skilled;Labourer_unskilled
"Item_70 Synthetic entry qty:354.100146 m3 vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,3,6,Labourer_unskilled
Item_71 Synthetic entry qty:88.285995 bag vehicles:Excavator labor:Skilled,Excavator,Excavator,22,44,Carpenter_skilled;Tiler_skilled
"Item_72 Synthetic entry qty:159.762107 pieces vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,20,22,Driver_unskilled
"Item_73 Synthetic entry qty:353.110556 kg vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,11,26,Driver_unskilled;Carpenter_skilled;ConcreteWorker_skilled
Item_74 Synthetic entry qty:468.229372 m3 vehicles:Crane labor:Unskilled,Crane,Crane,11,33,Labourer_unskilled;Carpenter_skilled;Mason_skilled
"Item_75 Synthetic entry qty:218.388782 kg vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,23,41,Driver_unskilled
"Item_76 Synthetic entry qty:26.405608 m3 vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,28,12,ConcreteWorker_skilled
"Item_77 Synthetic entry qty:414.881542 kg vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,16,41,Tiler_skilled;Mason_skilled
"Item_78 Synthetic entry qty:401.711749 m3 vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,15,16,Welder_skilled;Carpenter_skilled;Tiler_skilled
"Item_79 Synthetic entry qty:20.325439 bag vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,13,48,Tiler_skilled
Item_80 Synthetic entry qty:253.289794 bag vehicles:Crane labor:Unskilled,Crane,Crane,18,37,Carpenter_skilled;ConcreteWorker_skilled;Labourer_unskilled
"Item_81 Synthetic entry qty:34.926649 units vehicles:Crane labor:Skilled,Professional",Crane,Crane,17,46,Painter_skilled
Item_82 Synthetic entry qty:239.284242 kg vehicles:Crane labor:Skilled,Crane,Crane,9,17,Welder_skilled;Driver_unskilled
Item_83 Synthetic entry qty:289.417693 pieces vehicles:Excavator labor:Skilled,Excavator,Excavator,22,20,Labourer_unskilled;ConcreteWorker_skilled;Carpenter_skilled;Welder_skilled
"Item_84 Synthetic entry qty:267.527863 units vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,25,38,Labourer_unskilled
"Item_85 Synthetic entry qty:123.339781 pieces vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,16,19,Mason_skilled;Labourer_unskilled;Painter_skilled
Item_86 Synthetic entry qty:151.554358 kg vehicles:Crane labor:Skilled,Crane,Crane,12,9,Tiler_skilled;ConcreteWorker_skilled;Mason_skilled;Carpenter_skilled
"Item_87 Synthetic entry qty:45.747168 units vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,10,12,Welder_skilled;ConcreteWorker_skilled;Labourer_unskilled;Tiler_skilled
"Item_88 Synthetic entry qty:208.818604 units vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,29,27,Labourer_unskilled;Welder_skilled;Carpenter_skilled;ConcreteWorker_skilled
Item_89 Synthetic entry qty:261.607602 units vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,22,18,Tiler_skilled;ConcreteWorker_skilled
"Item_90 Synthetic entry qty:382.332244 bag vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,13,47,Tiler_skilled;Welder_skilled;Labourer_unskilled;ConcreteWorker_skilled
"Item_91 Synthetic entry qty:73.346395 pieces vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,17,41,Carpenter_skilled;Tiler_skilled;ConcreteWorker_skilled
